Assessment ID,Extracted use,Persistence Tag,Perfluoro Tag
NA540,"The notified chemical is used as a curing agent for two-component, epoxy based, industrial coatings for protection of steel wharf piles and structural steel where corrosion resistance is important.",,
NA541,The notified substance will not be manufactured in Australia.  SikaSet AU is a cement product that will be used as an additive for high performance concrete and cement preparations.,,
NA542,"The notified polymer is intended to be used as a viscosity index improver for aircraft engine oil.  It will not be manufactured in Australia but will be imported in Aero Oil 100 and Aero Oil 120 at concentrations of less than 40%.  Import  volumes in the first 2 years will be between 5 and 10 tonnes, rising to 15 tonnes per annum for years 3 to 5 respectively.  The oils containing the polymer are expected to be used by both commercial and private airlines.",,
NA544,The notified chemical will not be manufactured in Australia. It will be imported into Australia in plastic bags containing 10.725 kg of the pure notified chemical. The bags will be contained in cardboard boxes. Import volumes for the notified chemical are expected to be 35 tonnes per annum over the first five years.,,
NA546,"The notified polymer will not be manufactured in Australia. It will be imported into Australia at a concentration of 30-60% in an non-aqueous solution in the product ENDPLANE DSR 3241 formulations A-G (green), A-PG (pale green), A-B (blue) and A-U (clear).  These products will be used as one part of a solder mask protective coating for printed wiring boards used by the electronics industry.  Import volumes for the next five years will be less than five tonnes of the polymer per annum.",,
NA547,The notified chemical is to be used as a corrosion inhibitor and anti-scale agent in industrial cooling water.  It will be imported as a 40% (w/w) aqueous solution.,,
NA548,The notified chemical will be imported as a component (less than 5 wt%) of a lubricant additive package.  The chemical can be used in lubricants in which it will be present at a concentration of less than 1 wt%.  The estimated import volume over the first five years is expected to be less than 20 tonnes per year.,,
NA549,The lubricant additive package containing the notified material will be sold to petroleum companies where it will be blended with other petrochemicals and additives for production of brand name engine oils. It is expected that typically the new material would constitute less than 2% (w/w) of the final lubricant product which would be packed into containers and drums of between 1 and 200 L for distribution to consumers. The maximum annual import of 200 tonnes of notified material equates to annual production of 12 500 tonnes of lubricant.,,
NA55,"The notified chemical will be imported for use exclusively as a coupler in the manufacture of photographic film or paper. After importation, it will be reformulated into a gelatin dispersion which will later be melted with other ingredients before being incorporated into the film or paper. The notified chemial will be present at 2% by weight in the dispersion and 0.3% by weight in the melt. The notifier estimates that 700-1000 kg will be imported per year.",,
NA550,"The notified chemical is an industrial surface active agent for use in mining process operations. At present, use at one site has been confirmed, although use at other sites is anticipated.","In the case of accidental release to waterways, the notified chemical would not be likely to be persistent, either hydrolysing or degrading slowly. Furthermore, Mackay Level 1 Environmental Partitioning calculations from the ASTER Ecotoxicity Profile indicate that approximately 40% of the free parent acid of the notified chemical would partition to soil and sediment and approximately 56% would partition to water. The salt form of the notified chemical would be expected to be relatively mobile and partition to water to a greater extent. The partition and adsorption coefficients of approximately 3.5 and 3.3, respectively, for the free parent acid of the notified chemical indicates that the chemical is relatively hydrophobic with low mobility in soil. As notified chemical is a salt with high water solubility and expected mobility in soil, it is unlikely to bioaccumulate since exposure to natural waters is",
NA551,"The notified chemical is intended to be used as an ingredient in flavour and fragrance compounds. It has a highly effective cooling effect when used in cosmetics. The compounded fragrances containing the notified chemical, are in turn incorporated into a variety of scented consumer products (eg. dentrifrices, soaps, shampoos, shaving foams, shower gels and �after-sun� creams). The end product sold to consumers contains approximately 0.0001% to 2% (0.04% average) of the notified chemical.",,
NA552,The notified polymer is intended for use as a textile softener at one textile plant in Australia. Textiles treated with the new polymer are to be used to produce articles of clothing (outer garments were specified).,,
NA554,"The notified chemical is to be used as an anti-reversion agent in the manufacture of natural rubber articles such as the treads of tyres, conveyor belts and solid tyres. Anti-reversion agents help repair the sulfur cross-links that break as a result of exposure of the rubber articles to high temperatures resulting from both friction and the vulcanising process.  Such repair of sulfur cross-links provides the rubber items with lower rolling resistance.  This is claimed to give less wastage, extended life, and in the case of tyres greater fuel efficiency and increase in mileage.",,
NA557,"Luvimer 100P is an anionic polymer and will be used as a film forming agent in the production of hair care products, particularly hair sprays, hair mousse and hair lotion, in the cosmetics manufacturing industry",,
NA558,"The notified polymer is to be used as a retanning agent in the leather industry. It will be imported at less than 500 tonnes per annum in an aqueous solution containing a related polymer (assessed as NA/560) and less than 10% salts and organic acids, known as Basyntan MLB Liquid.",,
NA559,The notified polymer will not be manufactured in Australia but will be imported into Australia in sealed foil capsules packaged in cardboard boxes plus a larger outer box lined with a plastic bag. It will be imported as a component of an adhesive formulation for use in binding metal anchor rods and other fixtures into masonry (concrete) structures with an import volume of less than one tonne per annum.,,
NA56,"The notified chemical will be used solely in the colouration of paper and tissue products. The notified chemical will be used in the paper industry in New South Wales, Victoria, South Australia and Tasmania.",,
NA560,"The notified polymer is to be used as a retanning agent in the leather industry. It will be imported at less than 500 tonnes per annum in an aqueous solution containing a related polymer (assessed as NA/558) and less than 10% salts and organic acids, known as Basyntan MLB Liquid.",,
NA562,"The notified chemical will be used in four different hair care products that will be sold into the consumer market. One of these, Hydrience hair dye kit, containing a colourant tube and a conditioner sachet will be formulated in Australia. The increased import volume from the previous notification is for the manufacture of the colourant in this kit, the conditioner having being covered in the previous submission. Conditioner for three other hair dye kits (Nice�n Easy, Ultress, and Natural Instincts) also containing the notified chemical are imported as ready to sell sachets. The products Ultress and Natural Instincts were covered in the previous submission. Nice�n Easy conditioner is a new addition to the range of products with the notified chemical. Details of the four products containing the notified chemical are tabulated below.",,
NA563,"Difluoromethane is a refrigerant gas which will be imported for use in low temperature refrigeration units such as supermarket freezers, air conditioning units and industrial cooling processes.  It has a zero ozone depleting potential and is being introduced to replace ozone depleting chlorofluorocarbons (CFCs), in particular R-22, difluorochloromethane.  The notified chemical will be imported, only in blended product forms with other refrigerants, including pentafluoroethane and tetrafluoroethane.  It will be sold to equipment manufacturers and service contractors as the blends R410A and R407C (see below).",,
NA564,"AERO?5460 Promoter is to be used as a mineral-processing reagent during the processing of
sulphide ores by flotation. The flotation process involves addition of the reagent to aqueous slurries of crushed and finely ground ore contained in a series of flotation tanks. During the use of AERO?5460 Promoter in the flotation process, the mineral particles become separated
as froth from the tailings, which settle at the bottom of the flotation tank.","Clinical observations: Slight to well-defined dermal irritation was first evident on removal of the dressing on Day 2 and persistent over the following days in three rats (2 males, 1 female), resolving completely by Day 7. In addition, desquamation was seen in one of the males and in one further female on Days 4 through 6. No dermal reactions were observed in the remaining six animals throughout the study.",
NA565,"The notified chemical is a low molecular weight polymer formed through condensation of IPD with bisphenol A diglycidyl ether. An excess of isophorone diamine is present, and on completion of the reaction there is an approximately 1:1 weight ratio of adduct to IPD. This reaction mixture contains less than 20% adduct and < 20% IPD, with the remainder made up of solvents and other reactive amines.",,
NA566,"BAYDERM FINISH 65 UD is mixed with other chemicals such as binders, flow modulators, solvents and pigments to form the �finishing mix� which will contain less than 10% of the notified polymer.",,
NA568,"The polymer in Polyester RP2988 is a polyester which will be used as a film forming agent in a heat cured internal varnish coating for the ends of food cans. When the paint formulation is to be made the resin formulation is transferred to the paint plant for blending to the finished product and storing in labelled drums for transfer to the customer�s site for application. The product will not be available directly to the public and at this point only one industrial customer in VIC, will be utilising it.",,
NA569,The notified chemical is to be used in the manufacture of photographic film or paper.,,
NA57,Amido polyether modified silicone fluid (APMS fluid) is to be used as a fabric softener in the textile industry. The chemical is to be imported into Australia in quantities of less than 10 tonnes/year for the first five years.,,
NA570,"The notified chemical is a lubricant which will be imported for use in refrigeration compressors and system components which utilise non-ozone depleting HFC refrigerants.  The excellent performance of the notified chemical, with the new chlorine free alternative refrigerants, is well documented by major compressor manufacturers in the US.  The notified chemical is said to exhibit the required miscibility at critical temperature, minimum viscosity loss, desired lubricity and stability for extended life.  The notified chemical will be used specifically  in hermetically sealed compressors for appliances, as well as hermetically sealed and semi-hermetically sealed compressors for commercial refrigeration systems. The notified chemical is used as a lubricant in compressors servicing the following types of equipment:",,
NA571,"The notified chemical is a reactive dyestuff used for dyeing cellulose fibres. The notified chemical is formulated as granules. No reformulation of the product will take place in Australia, as the product will be used directly. Less than ten tonnes of the notified chemical will be imported per annum for the first five years.",,
NA572,"The notified chemical will not be manufactured in Australia but will be imported in powder form as a 20% component of Solartex CEL, and will be used to brighten and protect cellulose textiles by UV-absorption at the surface. The notified chemical enables a high UPF (Ultraviolet Protection Factor) rating to be imparted to garments and other textiles. The treated cellulose will be used in domestic textiles for apparel and sheeting, and other commercial industrial use.",,
NA573,"The notified polymer will be imported into Australia, as Densodrin LD 6359, at a concentration of 40% in aqueous solution.  Densodrin LD 6359 is a tan-coloured liquid with a slight odour.",,
NA574,The notified chemical is an anti-oxidant/friction modifier additive.  It is used at levels of 0.4% to 1.2% in lubricating oils to impart improved resistance to oxidation and lower friction characteristics.,,
NA575,M-1999 containing the notified chemical will be imported as a component of a formulated catalyst modifier used in the petrochemical industry.,,
NA576,The notified chemical will not be manufactured in Australia and will be imported as a component of photocopier toners at a concentration of less than 1%.,"Part of the molecule is likely to be persistent, but it is expected that this would eventually partition into the atmosphere where it would be converted to water soluble species, and be precipitated in rain water.",
NA577,"Habanolide is a synthetic musk like perfume which will be imported as a minor ingredient (less than 1%) of mixtures of concentrated fragrance preparations.  It will be imported into Australia from Europe, in lacquered drums (size between 12 and 215 L) or tightly closed aluminium containers (size 1.25, 6.25, 12.5 or 31 L).",,
NA578,"The notified chemical is to be used as a size for glass fibres, which aids the adhesion to a polymer resin matrix when used in the production of fibreglass items.",,
NA579,"The notified chemical will not be manufactured in Australia. It will be imported and used in epoxy resin formulations. Applications for epoxy systems containing the chemical include industrial flooring, chemically resistant tank linings (where the tank walls require protection from corrosive material) and mortars. The epoxy coating containing the notified chemical will also be applied to steel structures exposed to corrosive environments such as marine piers and boat hulls. The epoxy resin formulation is made up of two parts. One part, the hardner, contains the notified chemical at 50 to 95%. Prior to use it is mixed with the second part, resulting in an overall notified chemical level of 20 to 40%.",,
NA580,"The use is as a marker of concessionally taxed fuels and solvents to test for adulteration of non-concessionally taxed fuels. Diesel fuel, distillate, leaded or unleaded petrol will not have the marker added unless specifically cleared for other than on-road use.",,
NA583,"The notified chemical will not be manufactured in Australia. CG 33-1136/TKA 40080 will be imported in powder form, at a concentration `of approximately 98% as HP 136, and will be used as an additive to impart improved resistance to oxidation and better flow characteristics. The applications will be mainly for polyolefins and to a lesser extent for polycarbonates, styrenics, elastomers and adhesives.",,
NA584,"The notified chemical will not be manufactured in Australia, but will be imported in marine isotanks (20,000 L) or 200 L drums as a component of an additive package of which it will comprise less than 6% by weight.  Some 15 different additive packages containing the new chemical may be imported, and these will then be used in the blending of automotive lubricants in Australia. Total import volumes for the notified chemical are anticipated to be 300 tonnes per annum over the next five years.",,
NA585,"The notified polymer initially will be imported at concentrations ranging from 10 to 50% in fuel additive packages.  It will be used as a carrier fluid for detergent/dispersant additives in unleaded gasolines.  The range of final concentrations of the notified polymer in finished gasoline is 5 to 900 ppm.  Carrier fluids of this type in combination with polybutene amines, polybutene succinimides or polyether amines, form deposit control additives which are currently used in the USA to control the formation of port fuel injector deposits and intake valve deposits.",,
NA586,"The notified polymer is intended to be used as a water based, one pack, self- crosslinking agent for clear wood floor finishes.  It has been specially designed for sport surfaces but has potential for use in general timber finishes.  It will not be manufactured in Australia but will be imported in Polymer in Emulsion E-3467 at a concentration of 39%.  Import  volumes in the first four years will be between 12 and 40 tonnes, rising to 50 tonnes per annum for years four to five respectively. The emulsion containing the polymer is expected to be used by flooring contractors, timber flooring merchants and possibly timber and flooring finishers.",,
NA587,"The notified chemical will not be manufactured in Australia, but will be imported for use as an antiwear agent for gear oil lubricants. Z-25 will be imported as a component of an additive package, which will contain up to 12% of the notified chemical. The notified chemical will be used as a component of gear oil at concentrations of up to 1%.",,
NA588,"The product, Foraperle 321, containing the notified polymer will be imported in 50 kg to 1 tonne containers for use in the paper and building industries.","Although not required under the Act, the notifier has supplied a study of the biodegradability of the polymer (in French with some English translation). The biodegradability of the notified polymer was investigated in accordance with OECD test guideline 301A (Modified AFNOR test). During the test, 100% disappearance of the dissolved organic carbon (DOC) was observed within five days of the commencement of the test. This result was taken to indicate the substance is readily biodegradable under the conditions of the test, suggesting that the perfluorinated part of the molecule also degrades rapidly. However, Remde and Debus [Remde A and Debus R, 1996 #221] were not able to establish the fate of fluorinated moieties in the biodegradation of three different fluorinated surfactants investigated. They concluded that in all cases, the formation of a highly fluorinated water insoluble fragment with unknown toxicity could not be ruled out (even when one was readily degraded), and it is likely that the fluorocarbon portion will be persistent.",
NA589,The notified chemical is intended to be used as a surface active agent in fire fighting foam.  It will not be manufactured in Australia but will be imported as a component of Lodyne S-152B at a concentration of less than 10%.  Import volumes in the first five years will be up to 500 kg per annum.  The product containing the notified polymer is expected to be sold directly to customers for reformulation and to be used for emergency situations such as fire-fighting.,"The biodegradability of the notified polymer was investigated in accordance with OECD test guideline 301D (Closed Bottle Test). During the test, 11%, 66% and 90% biodegradation [Biological oxygen demand (BOD) expressed as a percentage of the chemical oxygen demand (COD)] was observed after 5, 15 and 28 days, respectively (1). The results indicate the substance is readily biodegradable under the conditions of the test. This suggests that the perfluorinated part of the molecule degrades rapidly. However,  Remde and Debus (2) were not able to establish the fate of fluorinated moieties in the biodegradation of three different fluorinated surfactants investigated. They concluded that in all cases the formation of a highly fluorinated water insoluble fragment with unknown toxicity could not be ruled out (even when one was readily degraded), and it is likely that the fluorocarbon portion will be persistent.","The notified chemical consists of a mixture of congeners with varying length of 
perfluoroalkyl chains (C4-8). The potential for bioaccumulation of these congeners 
has not been investigated. The molecular weight of the congeners and the high 
proportion of carbon-fluorine bonds is consistent with a high capacity for 
bioaccumulation. However, the high water solubility (and consequential likely low 
partition coefficient) and ionic nature of the chemical would indicate that the 
chemical is unlikely to bioaccumulate (3)"
NA59,"Manufacture or reformulation of the chemical will not occur in Australia. The use of the notified chemical will occur at only one site, in Melbourne. The notified chemical will be used in the manufacture of photographic film/paper.",,
NA590,"The notified chemical is to be used as a catalyst in the manufacture of polyethylene terephthalate for the production of polyester fibre, yarn and/or chips. It will be imported as a pure powder at a rate of less than 100 tonnes per annum for the first five years. The concentration of the notified chemical in the imported product is greater than 99% (w/w).",,
NA591,"The notified polymer will be imported as a component (40%) of the oil additive product known as HiTEC ® 6643.  It is envisaged that less than 2 000 kg of the notified polymer will be imported in the first year, rising to 2 000 kg.annum-1 in the remaining 4 years.  The notified polymer as a component of the oil additive package will be blended by customers of Ethyl Asia Pacific into oils and fuels, with an expected concentration range of 0.01 to 8 wt% of notified polymer in formulated oil/fuel products.",,
NA592,"The notifier estimates that the notified substance will be formulated into masterbatches, containing less than 20% of the notified substance, at one industrial establishment in the Melbourne metropolitan area. Masterbatches will be transported to polymer producers in 50 or 100 kg sturdy fibreboard boxes.
Polyolefin fibres containing the notified substance (less than 0.1%) will be produced at up to three locations, one in New South Wales and two in Victoria. The polyolefin fibres have a wide range of applications including carpeting, carpet backing, fabrics, disposable nappies, disposable hospital gowns and packaging. Fibre spinning will occur at up to three other locations.",,
NA593,"Parabar 9443 will not be manufactured in Australia. The notified chemical will be imported as a component of a lubricant additive package to impart improved antiwear properties to automatic transmission fluids. The notified chemical will be present at a concentration of 2 to 5% in the finished lubricant. Over the next five years the annual import volume is estimated to be 25 to 125 tonnes Parabar 9443. If sales exceed predicted volumes, imports may rise to 50 to 250 tonnes per annum.",,
NA594,"The notified polymer is never isolated but imported as a solution, Acrylic Resin WB-020 (polymer solution).  The polymer solution is incorporated as a film forming component of an automotive coating.  TWX-700 Waterborne basecoat (basecoat). It is used to coat external primed steel of motor vehicle bodies.",,
NA595,The notified chemical will be used as an ingredient in toilet bowl cleaners.,,
NA596,The notified chemical is a component of a pelletised solid catalyst (Criterion 035 Catalyst) intended for use in the petro-chemical industry for conversion of ethylbenzene to styrene. Ferrite compounds similar to the notified chemical have been used for many years as catalysts for the conversion (by dehydrogenation) of ethylbenzene to the industrially important styrene.,,
NA597,The notified chemical is a component of a pelletised solid catalyst (Criterion 035 Catalyst) intended for use in the petro-chemical industry for conversion of ethylbenzene to styrene. Ferrite compounds similar to the notified chemical have been used for many years as catalysts for the conversion (by dehydrogenation) of ethylbenzene to the industrially important styrene.,,
NA598,"The notified polymer is a thermoplastic and will be used as an adhesive, primarily for paper and plastic articles.  The notified polymer normally will not make up 100% of the adhesive product, but will be melted and mixed with a variety of tackifiers, waxes and plasticisers to result in a final formulated hot melt adhesive.  Formulations may contain up to 50 to 70% of the notified polymer.  The use of the notified polymer as an adhesive will eliminate the use of solvents.",,
NA599,"The notified chemical is used as a photoinitiator in synthetic coatings for metal, wood, plastic, paper and optical fibres as well as printing inks. The chemical has characteristics that widen the effective use of UV curing resins, providing a high rate of curing in opaque formulations such as white pigmented or glass reinforced polyester/styrene systems. The notifier claims that due to �enhanced photosensitivity at longer wavelengths� the chemical overcomes the filtering effects of UV absorbers.",,
NA6,"Ammonium carboxylate-containing fluorochemical urethane is to be imported and used as part of a formulated, water-based product. This formulated product will be applied to hides in the leather tannery industry to enhance the water, oil and stain repellancy of the leather. No reformulation needs to be carried out in Australia.","Ready biodegradability test results indicate that partial degradation takes place to some extent during wastewater treatment (28 day BOD is 0.263 g/g, or 21% of COD). However, the perfluorinated portions of the molecules can be expected to prove highly persistent in the environment.",
NA60,"The notified chemical will be used in the manufacture of photographic film/paper at the company site. Quantities of
<1 kg/year, of the notified chemical will be imported in the first five years.",,
NA600,The notified chemical is to be used as a component of colour toner products imported ready for use in electrostatic photocopying systems. It will be imported at a rate of less than 10 tonnes per year by the fifth year.,,
NA601,"The product, Mackam 2W, containing the notified chemical will be reformulated into a hair care product at a concentration below 1%.",,
NA602,"The notified chemical will not be manufactured in Australia.  LR-147 will be imported as a component (less than 1%) of a fully formulated toner product ready for use in photocopying, printing and facsimile equipment.  Less than one tonne of the notified chemical will be imported per annum for the first five years.",,
NA603,"The notified chemical will not be manufactured in Australia.  Aminol A15 will be imported in a ready-to-use liquid formulation, as a surfactant in a hair colour altering, liquid preparation.",,
NA604,"The notified chemical will not be manufactured in Australia. It is a thickener for
surfactant based formulations such as hair dyes. It will be imported in a ready-to- use liquid formulation, as a surfactant in a hair colour altering preparation called Napro LiveColour.",,
NA605,The notified chemical will be used as a film or paper-manufacturing chemical.,,
NA606,"The notified chemical will be manufactured as pellets in France. It will be imported as a fine powder (< 2 µm) as a component of the range of Neolor products at a concentration greater than 80%. Neolor will be used as a colourant for plastic in the polymer industry. In Australia, Neolor will be reformulated (master batch process) into plastic colour concentrates and compounds, which will be used mainly in the manufacture of bottle crates and tools. The final concentration of cerium sulphide in the plastic is approximately 0.5% or 1.0% (w/w), depending on the degree of brightness required.","slight chemosis was observed in all 3 animals one hour after application which was persistent in one animal at the 24 hour observation period; redness, which  could not be confirmed one hour after application due to the red colour of the test substance was persistent at 24 hours only in one animal",
NA608,"The notified chemical will not be manufactured in Australia. LR-147 will be imported as a component (less than 2%) of a fully formulated toner product ready for use in photocopying, printing and facsimile equipment. Less than one tonne of the notified chemical will be imported per annum for each of the first five years.",,
NA609,NE-8963H will not be manufactured in Australia. NE-8963H will be imported as a component of a formulated toner product ready for use in photocopying machines.,,
NA61,C-1658 will be used in the manufacture of photographic film and paper. Approximately 1.2 tonnes of the chemical will be imported per year.,,
NA610,"The notified polymer is to be used as a dispersant in aqueous coatings. Up to 10 tonnes of the notified polymer is to be imported in the first year. Subsequently the notified polymer will be manufactured at 10 to 100 tonnes per year in years 2 to 5. As the agricultural uses described in NA/431 (emulsifier/dispersant in the manufacture of insecticides and/or fungicides) will also be supplied from locally produced polymer, up to 150 tonnes per annum may be manufactured in years 2 to 5. This is set out in the following table:",,
NA611,The notified chemical will be used as a primary accelerator in the vulcanisation of tie gum rubbers during rubber manufacture. The estimated import quantity over the first 5 years will be between 10 to 100 tonnes per annum.,,
NA612,The notified chemical is to be used as a component of colour toner products imported ready for use in electrostatic photocopying/printing systems. Only the toner cartridges are to be imported into Australia. Import volumes are expected to be less than 20 tonnes per year for the first five years. The toner contains greater than 90% notified polymer with the remainder being pigments and other components.,,
NA613,"The notified chemical will not be manufactured in Australia but will be imported in powder form, and will be used as a light stabiliser for applications involving high temperature processed polymers and industrial baked coating systems. The current use will be in the area of engineering resin manufacture and later for the automotive top coat market and exterior building applications.",,
NA614,"The notified polymer will not be manufactured in Australia. NT-7 will be imported as a component (at 5-10%) of a full, formulated toner product ready for use in electrophoto- copying machines or electrophoto-graphic printers. The toner in sealed cartridges containing 300 grams of toner (< 30 g of notified polymer) will be mainly used by machines in office environments.",,
NA615,The notified chemical will not be manufactured in Australia. NT-6 will be imported as a component (< 1%) of a fully formulated toner product ready for use in electrophoto-copying machines  or  electrophoto-graphic  printers.  The  toner  in  sealed  cartridges  containing 300 grams of toner (< 3 g of notified polymer) will be mainly used by machines in office environments.,,
NA616,"The notified polymer is a colourant for use in household soaps and detergents, typically laundry detergents, fabric softeners and cleaning solutions. It is an inert additive that is expected to replace powdered dyestuffs, and is designed to provide bright colouration without chemically affecting the material being coloured. Concentration of the notified polymer in final products will be between 100 and 500 ppm, although the notifier indicated that the polymer could be used in these products at up to 5000 ppm. The polymer has been used in these applications in the USA, Canada and Europe.",,
NA617,The notified chemical will be used in the inks and coatings industry as a constituent (to a maximum of 50% w/w) in a water-based sealer for lithographically printed paper and board. Imports of the notified substance are estimated to be less than 10 tonnes per year.,,
NA618,The notified chemical will not be manufactured in Australia. It will be imported into Australia as a component in a finished oil in 200 L steel drums or 200 000 L iso-containers. The notified chemical will be used as a synthetic base fluid for use in lubricating oils for industrial (gear and hydraulic) and automotive applications. Approximately 15% of the imported volume is intended for automotive applications with the remainder for industrial applications. The concentration of the substance in the finished lubricants will range between 9 to 15% by weight.,,
NA619,"The notified chemical will not be manufactured in Australia. It will be imported and used as a component in fragrance/perfume oils as a distinct odourant. The fragrant oils containing the notified chemical (0.1% to 10%) are normally used in scented consumer products such as detergents, cleaners, soaps, technical products (lubricants) and household products (furniture polish). The current application of Mandril-containing fragrance oils will be in shampoos and fabric care goods such as fabric conditioners and prewash sprays. The concentration of Mandaril in fragrance oil is 0.1% to 10%, with the average typically being 2%. The resulting concentration of mandaril in manufactured end-user consumer products is 0.0002% to 2% with the average being typically 0.04%.",,
NA620,The notified polymer is to be used as a binder in marine antifouling paints. It will be imported in 20 kg paper bags in powder form at a rate of 1 – 5 tonnes per year for the first five years.,,
NA622,The notified chemical will not be manufactured in Australia. Isostearene will be imported at 5% w/w of a formulated finished product. It will be used as a moisturising day cream for topical application in small quantities at one time. Isostearene will be used as an emollient (skin conditioning agent). It will act as a lubricant on the stratum corneum to reduce and improve the skin appearance.,,
NA625,The notified chemical will be used as an ingredient in personal care products. It will be formulated into body wash products and marketed to the general public. The products will contain typically 0.5% notified chemical.,,
NA626,The notified chemical will be used as a solvent degreaser to remove process lubricants and sub micron particles from metal surfaces prior to further processing and soldering flux and ionic contamination from high reliability long life military electronics. The notified chemical is designed to be used in closed systems (vapour degreasers).,,
NA627,"The notified chemical will be used as an additive to engine oils, automatic transmission fluids and gear oils. It will be imported as part of a fully formulated additive package at a concentration of 40 – 60% by weight at a rate of less than 10 tonnes per year for the first five years. Typically, a lubricant additive package contains anti-oxidants, corrosion inhibitors, antiwear agents, detergents, dispersants and viscosity modifiers.",,
NA628,"The notified chemical is used as a base fluid in synthetic automotive and hydraulic lubricants. The notifier estimates approximately 25% will be used in industrial applications and 75% in automotive applications. The concentration of the notified chemical will be 60-90% for automotive engine oils and 30-50% for hydraulic fluids. Hydraulic fluids have many uses, including fluids for car automatic transmissions, brakes and power steering. They are also used in machines such as farm and construction equipment. Hydraulic fluids are also used in many types of industrial machinery.",,
NA63,"Advantage CP and Polymer ACV-4009 will be imported for use exclusively as a fixative in hairspray products, generally at less than 20% by weight. This means that less than 10% by weight of the notified polymer will be present in the hairspray.",,
NA630,The notified substance is a component of a diesel engine lubricating oil additive package. It is to be used as a detergent component in diesel engine oil for use in deep ocean going vessels and will be present in a concentration range of 1 to 10% (w/w) in the finished lubricant products.,"The notified substance was not readily biodegradable (calculated as the ratio of the amount of CO2 produced to the theoretical carbon dioxide (ThCO2), expressed as per cent). Biodegradation amounted to 24% at the end of the 28-day exposure to activated sludge from a domestic sewage treatment facility in the CO2 Evolution (Modified Sturm Test) for ready biodegradability (Sinko, 1997) according to OECD Guideline 301B (Organisation for Economic Cooperation and Development, 1993b). The inherent biodegradability of the notified substance was not measured but based on the biodegradation result it would not be expected to be persistent.",
NA631,"The notified chemical, FAT 75606/A will not be manufactured in Australia. It will be imported as a component of the commercial product, Tinosorb FD. Tinosorb FD will be sold to laundry manufacturing plants as granules contained in a ready to use package, for use as a trace ingredient in the manufacture of laundry detergent powders and liquid formulations for industrial and domestic use. The end use concentration of Tinosorb FD will be between 0.1 to 0.3% weight, while the end use concentration of the notified chemical will be between 0.06 to 0.18%.",,
NA632,The notified chemical is the primary component of the imported dye product Cibacron Red W-B 150%. The dye preparation will be used for the colouration of cellulose textiles by the exhaust dyeing method. The dye has a reported fixation performance of 71%.,,
NA633,"The notified chemical is to be used as a fragrance enhancer in household, toiletry and cosmetic products. It will be imported as the pure substance at a rate of 0.5 tonnes in the first year rising by 0.5 tonnes/year for the next 4 years.","genotoxic. However, it may be a slight eye irritant and slight to moderate skin irritant. The notified chemical would be classified as hazardous according to the NOHSC Approved Criteria for Classifying Hazardous Substances in terms of skin irritancy (National Occupational Health and Safety Commission, 1994a), based on persistent irritant effects.",
NA634,"The notified chemical, Amber Core, will not be manufactured in Australia. It will be imported and reformulated for use as a fragrance enhancer. The formulated fragrance enhancer containing between 5 and 15% is subsequently blended and incorporated into household, toiletry and cosmetic products. The end use concentration of Amber core will be between 0.04% to 0.23%.",,
NA635,"The notified chemical is to  be  used  as  a  fragrance  enhancer  in  household,  toiletry and",,
NA636,The notified chemical will not be manufactured in Australia but will be imported as a raw material and/or in a final product. It is used as a base for production of automotive engine lubricants for four-stroke petrol engines. The concentration of Priolube 3999 in the final product will be in the range 5-20% but may be as high as 80% in some products. Priolube 3999 in motor oil will be available to the general public. It could be used in automotive repair shops and service stations as well as within the D-I-Y market.,,
NA637,The notified chemical is a component in an additive package (PDN 1204) to be used in lubricating oils for large marine diesel engines. PDN 1204 will be imported in bulk vessels or 205 L drums. Import volumes for the notified chemical are expected to be less than 200 tonnes per annum over the first five years.,"The notified chemical was found to be not readily biodegradable (calculated as the ratio of the amount of CO2 produced to the theoretical carbon dioxide (ThCO2), expressed as a per cent). Biodegradation amounted to 25% at the end of the 28-day exposure  to activated sludge from a domestic sewage treatment facility in the CO2 Evolution (Modified Sturm Test) for ready biodegradability (OECD TG 301B). The notified chemical’s inherent biodegradability was not measured but based on this result, the chemical is not expected to be persistent.",
NA638,The notified chemical is  to  be used as an anti-wear additive at  levels of 0.3 – 0.6% in hydraulic fluids and compressor lubricating oils.,,
NA639,The notified polymer will be used to control corrosion and the precipitation of calcium carbonate and calcium sulphate in industrial water systems. All applications of the polymer will be for recirculating systems where process/cooling water is returned in a circuit either to the cooling tower or to a process water dam.,"Release of the notified polymer to the environment is most likely the consequence of blowdown from the cooling towers and non-evaporative water loss through leaks and drift. Given the low concentrations of polymer used in these applications and dilution  upon entering receiving waters, a high level of environmental hazard is not expected. However, large industrial cooling towers in rural areas may discharge directly to natural waterways – i.e., rivers and creeks. Since the chemical is water soluble but is not readily biodegradable, it would be expected to be persistent in the water compartment. However, the expected binding affinity of the polymer to sediment suggests that it should become associated with soil and sediment and its concentration in the water compartment should be low.",
NA64,"The notified chemical will be used as a metal lubricant/corrosion inhibitor in gear chain applications in the food and beverage industry. The imported chemical will be sold by the notifier and reformulated with soaps and surfactants into a product containing
0.1 to 10 % concentrated Lonzabac 12.",,
